Date,open,close,high,low
2024-03-22,65501.28,63796.64,66649.62,62260.0
2024-03-23,63796.64,63990.01,65999.0,63000.0
2024-03-24,63990.02,67209.99,67628.69,63772.29
2024-03-25,67210.0,69880.01,71150.0,66385.06
2024-03-26,69880.0,69988.0,71561.1,69280.0
2024-03-27,69987.99,69469.99,71769.54,68359.18
2024-03-28,69469.99,70780.6,71552.06,68903.62
2024-03-29,70780.6,69850.54,70916.16,69009.0
2024-03-30,69850.53,69582.18,70321.1,69540.0
2024-03-31,69582.17,71280.01,71366.0,69562.99
2024-04-01,71280.0,69649.8,71288.23,68062.86
2024-04-02,69649.81,65463.99,69674.23,64550.0
2024-04-03,65463.99,65963.28,66903.63,64493.07
2024-04-04,65963.27,68487.79,69309.91,65064.52
2024-04-05,68487.8,67820.62,68756.67,65952.56
2024-04-06,67820.63,68896.0,69692.0,67447.83
2024-04-07,68896.0,69360.39,70326.29,68824.0
2024-04-08,69360.38,71620.0,72797.99,69043.24
2024-04-09,71620.0,69146.0,71758.19,68210.0
2024-04-10,69146.0,70631.08,71172.08,67518.0
2024-04-11,70631.08,70006.23,71305.89,69567.21
2024-04-12,70006.22,67116.52,71227.46,65086.86
2024-04-13,67116.52,63924.51,67929.0,60660.57
2024-04-14,63924.52,65661.84,65840.0,62134.0
2024-04-15,65661.85,63419.99,66867.07,62274.4
2024-04-16,63419.99,63793.39,64365.0,61600.0
2024-04-17,63793.4,61277.37,64499.0,59678.16
2024-04-18,61277.38,63470.08,64117.09,60803.35
2024-04-19,63470.09,63818.01,65450.0,59600.01
2024-04-20,63818.01,64940.59,65419.0,63090.07
2024-04-21,64940.58,64941.15,65695.56,64237.5
2024-04-22,64941.15,66819.32,67232.35,64500.0
2024-04-23,66819.32,66414.0,67183.01,65765.81
2024-04-24,66414.0,64289.59,67070.43,63606.06
2024-04-25,64289.58,64498.34,65297.94,62794.0
2024-04-26,64498.33,63770.01,64820.01,63297.48
2024-04-27,63770.0,63461.98,63923.41,62391.24
2024-04-28,63461.98,63118.62,64370.0,62781.0
2024-04-29,63118.62,63866.0,64228.35,61765.53
2024-04-30,63866.0,60672.0,64734.0,59191.6
2024-05-01,60672.01,58364.97,60841.63,56552.82
2024-05-02,58364.97,59060.61,59625.0,56911.84
2024-05-03,59060.6,62882.01,63333.0,58811.32
2024-05-04,62882.01,63892.04,64540.0,62541.03
2024-05-05,63892.03,64012.0,64646.0,62822.17
2024-05-06,64012.0,63165.19,65500.0,62700.0
2024-05-07,63165.18,62312.08,64422.41,62261.0
2024-05-08,62312.07,61193.03,63020.22,60888.0
2024-05-09,61193.03,63074.01,63429.03,60630.0
2024-05-10,63074.0,60799.99,63469.13,60187.12
2024-05-11,60799.99,60825.99,61515.0,60487.09
2024-05-12,60825.99,61483.99,61888.0,60610.0
2024-05-13,61484.0,62940.08,63450.0,60749.21
2024-05-14,62940.09,61577.49,63118.36,61142.77
2024-05-15,61577.49,66206.5,66444.16,61319.47
2024-05-16,66206.51,65235.21,66752.01,64602.77
2024-05-17,65235.21,67024.0,67451.2,65106.38
2024-05-18,67024.0,66915.2,67400.01,66600.0
2024-05-19,66915.2,66274.01,67700.0,65857.25
2024-05-20,66274.0,71446.62,71515.56,66060.31
2024-05-21,71446.62,70148.34,71979.0,69162.94
2024-05-22,70148.34,69166.62,70666.0,68842.19
2024-05-23,69166.62,67969.65,70096.12,66312.16
2024-05-24,67969.66,68549.99,69250.0,66600.12
2024-05-25,68549.99,69290.57,69610.0,68500.0
2024-05-26,69290.56,68507.67,69562.23,68128.01
2024-05-27,68507.67,69436.43,70687.56,68250.0
2024-05-28,69436.43,68398.39,69591.81,67277.91
2024-05-29,68398.4,67652.42,68935.68,67124.65
2024-05-30,67652.41,68352.17,69500.0,67128.0
2024-05-31,68352.17,67540.01,69044.1,66670.0
2024-06-01,67540.01,67766.85,67900.0,67428.44
2024-06-02,67766.84,67765.63,68460.0,67257.47
2024-06-03,67765.62,68809.9,70288.0,67612.48
2024-06-04,68809.89,70537.84,71063.45,68567.32
2024-06-05,70537.83,71108.0,71758.0,70383.66
2024-06-06,71108.0,70799.06,71700.0,70117.64
2024-06-07,70799.06,69355.6,71997.02,68420.0
2024-06-08,69355.6,69310.46,69582.2,69168.02
2024-06-09,69310.46,69648.14,69857.14,69130.24
2024-06-10,69648.15,69540.0,70195.94,69172.29
2024-06-11,69540.0,67314.24,69590.01,66051.0
2024-06-12,67314.23,68263.99,69999.0,66905.0
2024-06-13,68263.98,66773.01,68449.3,66251.78
2024-06-14,66773.01,66043.99,67370.24,65078.0
2024-06-15,66043.99,66228.25,66478.48,65857.1
2024-06-16,66228.25,66676.87,66998.7,66034.5
2024-06-17,66676.86,66504.33,67298.81,65130.0
2024-06-18,66504.33,65175.32,66588.23,64060.0
2024-06-19,65175.32,64974.37,65727.54,64666.0
2024-06-20,64974.37,64869.99,66482.94,64559.15
2024-06-21,64869.99,64143.56,65066.66,63379.35
2024-06-22,64143.56,64262.01,64546.81,63943.82
2024-06-23,64262.01,63210.01,64521.0,63178.32
2024-06-24,63210.01,60293.3,63369.8,58402.0
2024-06-25,60293.3,61806.01,62420.0,60257.06
2024-06-26,61806.01,60864.99,62487.81,60712.0
2024-06-27,60864.98,61706.47,62389.22,60606.63
2024-06-28,61706.46,60427.84,62225.31,60063.0
2024-06-29,60427.84,60986.68,61224.0,60383.77
2024-06-30,60986.68,62772.01,63058.76,60712.21
2024-07-01,62772.01,62899.99,63861.76,62497.2
2024-07-02,62900.0,62135.47,63288.83,61806.28
2024-07-03,62135.46,60208.58,62285.94,59400.0
2024-07-04,60208.57,57050.01,60498.19,56771.0
2024-07-05,57050.02,56628.79,57546.0,53485.93
2024-07-06,56628.79,58230.13,58475.0,56018.0
2024-07-07,58230.13,55857.81,58449.46,55724.37
2024-07-08,55857.81,56714.62,58236.73,54260.16
2024-07-09,56714.61,58050.0,58296.0,56289.45
2024-07-10,58050.0,57725.85,59470.0,57157.79
2024-07-11,57725.85,57339.89,59650.0,57050.0
2024-07-12,57339.89,57889.1,58526.68,56542.47
2024-07-13,57889.09,59204.02,59850.0,57756.63
2024-07-14,59204.01,60797.91,61420.69,59194.01
2024-07-15,60797.91,64724.14,64900.0,60632.3
2024-07-16,64724.06,65043.99,65388.97,62373.24
2024-07-17,65044.0,64087.99,66128.63,63854.0
2024-07-18,64087.99,63987.92,65133.3,63238.48
2024-07-19,63987.92,66660.0,67386.0,63300.67
2024-07-20,66660.01,67139.96,67598.0,66222.46
2024-07-21,67139.97,68165.34,68366.66,65777.0
2024-07-22,68165.35,67532.01,68474.55,66559.97
2024-07-23,67532.0,65936.01,67750.98,65441.08
2024-07-24,65936.0,65376.0,67102.01,65111.0
2024-07-25,65376.01,65799.95,66175.49,63456.7
2024-07-26,65799.95,67907.99,68200.0,65722.63
2024-07-27,67908.0,67896.5,69399.99,66650.0
2024-07-28,67896.49,68249.88,68318.43,67066.66
2024-07-29,68249.88,66784.69,70079.99,66428.0
2024-07-30,66784.68,66188.0,67000.0,65302.67
2024-07-31,66188.0,64628.0,66849.24,64530.0
2024-08-01,64628.01,65354.02,65659.78,62302.0
2024-08-02,65354.02,61498.33,65596.14,61230.01
2024-08-03,61498.34,60697.99,62198.22,59850.0
2024-08-04,60697.99,58161.0,61117.63,57122.77
2024-08-05,58161.0,54018.81,58305.59,49000.0
2024-08-06,54018.82,56022.01,57040.99,53950.0
2024-08-07,56022.0,55134.16,57736.05,54558.62
2024-08-08,55133.76,61685.99,62745.14,54730.0
2024-08-09,61686.0,60837.99,61744.37,59535.0
2024-08-10,60837.99,60923.51,61470.58,60242.0
2024-08-11,60923.51,58712.59,61858.0,58286.73
2024-08-12,58712.59,59346.64,60711.09,57642.21
2024-08-13,59346.64,60587.15,61578.1,58392.88
2024-08-14,60587.16,58683.39,61800.0,58433.18
2024-08-15,58683.39,57541.06,59849.38,56078.54
2024-08-16,57541.05,58874.6,59817.76,57098.62
2024-08-17,58874.59,59491.99,59700.0,58785.05
2024-08-18,59491.99,58427.35,60284.99,58408.92
2024-08-19,58427.35,59438.5,59617.63,57787.3
2024-08-20,59438.5,59013.8,61400.0,58548.23
2024-08-21,59013.8,61156.03,61820.93,58783.47
2024-08-22,61156.03,60375.84,61400.0,59724.87
2024-08-23,60375.83,64037.24,64955.0,60342.14
2024-08-24,64037.24,64157.01,64494.5,63531.0
2024-08-25,64157.02,64220.0,65000.0,63773.27
2024-08-26,64219.99,62834.0,64481.0,62800.0
2024-08-27,62834.0,59415.0,63212.0,58034.01
2024-08-28,59415.0,59034.9,60234.98,57860.0
2024-08-29,59034.9,59359.01,61166.99,58713.09
2024-08-30,59359.0,59123.99,59944.07,57701.1
2024-08-31,59123.99,58973.99,59462.38,58744.0
2024-09-01,58974.0,57301.86,59076.59,57201.0
2024-09-02,57301.77,59132.13,59425.69,57128.0
2024-09-03,59132.12,57487.73,59809.65,57415.0
2024-09-04,57487.74,57970.9,58519.0,55606.0
2024-09-05,57970.9,56180.0,58327.07,55643.65
2024-09-06,56180.0,53962.97,57008.0,52550.0
2024-09-07,53962.97,54160.86,54850.0,53745.54
2024-09-08,54160.86,54869.95,55318.0,53629.01
2024-09-09,54869.95,57042.0,58088.0,54591.96
2024-09-10,57042.01,57635.99,58044.36,56386.4
2024-09-11,57635.99,57338.0,57981.71,55545.19
2024-09-12,57338.0,58132.32,58588.0,57324.0
2024-09-13,58132.31,60498.0,60625.0,57632.62
2024-09-14,60497.99,59993.03,60610.45,59400.0
2024-09-15,59993.02,59132.0,60395.8,58691.05
2024-09-16,59132.0,58213.99,59210.7,57493.3
2024-09-17,58213.99,60313.99,61320.0,57610.01
2024-09-18,60313.99,61759.99,61786.24,59174.8
2024-09-19,61759.98,62947.99,63850.0,61555.0
2024-09-20,62948.0,63201.05,64133.32,62350.0
2024-09-21,63201.05,63348.96,63559.9,62758.0
2024-09-22,63348.97,63578.76,64000.0,62357.93
2024-09-23,63578.76,63339.99,64745.88,62538.75
2024-09-24,63339.99,64262.7,64688.0,62700.0
2024-09-25,64262.7,63152.01,64817.99,62947.08
2024-09-26,63152.01,65173.99,65839.0,62670.0
2024-09-27,65173.99,65769.95,66498.0,64819.9
2024-09-28,65769.95,65858.0,66260.0,65422.23
2024-09-29,65858.0,65602.01,66076.12,65432.0
2024-09-30,65602.01,63327.59,65618.8,62856.3
2024-10-01,63327.6,60805.78,64130.63,60164.0
2024-10-02,60804.92,60649.28,62390.31,60000.0
2024-10-03,60649.27,60752.71,61477.19,59828.11
2024-10-04,60752.72,62086.0,62484.85,60459.9
2024-10-05,62086.0,62058.0,62370.56,61689.26
2024-10-06,62058.01,62819.91,62975.0,61798.97
2024-10-07,62819.91,62224.0,64478.19,62128.0
2024-10-08,62224.01,62160.49,63200.0,61860.31
2024-10-09,62160.5,60636.02,62543.75,60301.0
2024-10-10,60636.01,60326.39,61321.68,58946.0
2024-10-11,60326.4,62540.0,63417.56,60087.64
2024-10-12,62539.99,63206.22,63480.0,62487.23
2024-10-13,63206.23,62870.02,63285.72,62050.0
2024-10-14,62870.02,66083.99,66500.0,62457.81
2024-10-15,66084.0,67074.14,67950.0,64800.01
2024-10-16,67074.14,67620.01,68424.0,66750.49
2024-10-17,67620.0,67421.78,67939.4,66666.0
2024-10-18,67421.78,68428.0,69000.0,67192.36
2024-10-19,68427.99,68378.0,68693.26,68010.0
2024-10-20,68377.99,69031.99,69400.0,68100.0
2024-10-21,69032.0,67377.5,69519.52,66840.67
2024-10-22,67377.5,67426.0,67836.01,66571.42
2024-10-23,67426.01,66668.65,67472.83,65260.0
2024-10-24,66668.65,68198.28,68850.0,66510.0
2024-10-25,68198.27,66698.33,68771.49,65596.29
2024-10-26,66698.32,67092.76,67454.55,66439.9
2024-10-27,67092.76,68021.7,68332.05,66913.73
2024-10-28,68021.69,69962.21,70270.0,67618.0
2024-10-29,69962.21,72736.42,73620.12,69760.0
2024-10-30,72736.41,72344.74,72961.0,71436.0
2024-10-31,72344.75,70292.01,72700.0,69685.76
2024-11-01,70292.01,69496.01,71632.95,68820.14
2024-11-02,69496.0,69374.74,69914.37,69000.14
2024-11-03,69374.74,68775.99,69391.0,67478.73
2024-11-04,68775.99,67850.01,69500.0,66835.0
2024-11-05,67850.01,69372.01,70577.91,67476.63
2024-11-06,69372.01,75571.99,76400.0,69298.0
2024-11-07,75571.99,75857.89,76849.99,74416.0
2024-11-08,75857.89,76509.78,77199.99,75555.0
2024-11-09,76509.78,76677.46,76900.0,75714.66
2024-11-10,76677.46,80370.01,81500.0,76492.0
2024-11-11,80370.01,88647.99,89530.54,80216.01
2024-11-12,88648.0,87952.01,89940.0,85072.0
2024-11-13,87952.0,90375.2,93265.64,86127.99
2024-11-14,90375.21,87325.59,91790.0,86668.21
2024-11-15,87325.59,91032.07,91850.0,87073.38
2024-11-16,91032.08,90586.92,91779.66,90056.17
2024-11-17,90587.98,89855.99,91449.99,88722.0
2024-11-18,89855.98,90464.08,92594.0,89376.9
2024-11-19,90464.07,92310.79,93905.51,90357.0
2024-11-20,92310.8,94286.56,94831.97,91500.0
2024-11-21,94286.56,98317.12,98988.0,94040.0
2024-11-22,98317.12,98892.0,99588.01,97122.11
2024-11-23,98892.0,97672.4,98908.85,97136.0
2024-11-24,97672.4,97900.04,98564.0,95734.77
2024-11-25,97900.05,93010.01,98871.8,92600.19
2024-11-26,93010.01,91965.16,94973.37,90791.1
2024-11-27,91965.16,95863.11,97208.21,91792.14
2024-11-28,95863.11,95643.98,96564.0,94640.0
2024-11-29,95643.99,97460.0,98619.99,95364.99
2024-11-30,97460.0,96407.99,97463.95,96092.01
2024-12-01,96407.99,97185.18,97836.0,95693.88
2024-12-02,97185.17,95840.62,98130.0,94395.0
2024-12-03,95840.61,95849.69,96305.52,93578.17
2024-12-04,95849.69,98587.32,99000.0,94587.83
2024-12-05,98587.32,96945.63,104088.0,90500.0
2024-12-06,96945.63,99740.84,101898.99,95981.72
2024-12-07,99740.84,99831.99,100439.18,98844.0
2024-12-08,99831.99,101109.59,101351.0,98657.7
2024-12-09,101109.6,97276.47,101215.93,94150.05
2024-12-10,97276.48,96593.0,98270.0,94256.54
2024-12-11,96593.0,101125.0,101888.0,95658.24
2024-12-12,101125.0,100004.29,102540.0,99311.64
2024-12-13,100004.29,101424.25,101895.26,99205.0
2024-12-14,101424.24,101420.0,102650.0,100609.41
2024-12-15,101420.0,104463.99,105250.0,101237.14
2024-12-16,104463.99,106058.66,107793.07,103333.0
2024-12-17,106058.65,106133.74,108353.0,105321.49
2024-12-18,106133.74,100204.01,106524.98,100000.0
2024-12-19,100204.01,97461.86,102800.11,95700.0
2024-12-20,97461.86,97805.44,98233.0,92232.54
2024-12-21,97805.44,97291.99,99540.61,96398.39
2024-12-22,97292.0,95186.27,97448.08,94250.35
2024-12-23,95186.28,94881.47,96538.92,92520.0
2024-12-24,94881.47,98663.58,99487.99,93569.02
2024-12-25,98663.58,99429.6,99569.15,97632.02
2024-12-26,99429.61,95791.6,99963.7,95199.14
2024-12-27,95791.6,94299.03,97544.58,93500.01
2024-12-28,94299.03,95300.0,95733.99,94135.66
2024-12-29,95300.0,93738.2,95340.0,93009.52
2024-12-30,93738.19,92792.05,95024.5,91530.45
2024-12-31,92792.05,93576.0,96250.0,92033.73
2025-01-01,93576.0,94591.79,95151.15,92888.0
2025-01-02,94591.78,96984.79,97839.5,94392.0
2025-01-03,96984.79,98174.18,98976.91,96100.01
2025-01-04,98174.17,98220.5,98778.43,97514.79
2025-01-05,98220.51,98363.61,98836.85,97276.79
2025-01-06,98363.61,102235.6,102480.0,97920.0
2025-01-07,102235.6,96954.61,102724.38,96181.81
2025-01-08,96954.6,95060.61,97268.65,92500.9
2025-01-09,95060.61,92552.49,95382.32,91203.67
2025-01-10,92552.49,94726.11,95836.0,92206.02
